MLS#,LATITUDE,LONGITUDE,SOLD DATE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH
9747727,41.8647728,-87.6262355,12/5/17,1322 S Wabash Ave #910,CHICAGO,IL,60605,281000,1,1,Near South Side,1044,1978,368,269,435
9493035,41.9091682,-87.8077815,12/7/17,7234 W North Ave #1001,ELMWOOD PARK,IL,60707,118000,2,1,Elmwood Park,1000,1973,366,118,436
9772683,41.9226634,-87.6410396,12/11/17,455 W grant Pl #8,CHICAGO,IL,60614,210000,1,1,Lincoln Park,,1971,362,,207
9769596,41.9035939,-87.6396912,12/12/17,437 W Division St #707,CHICAGO,IL,60610,290000,1,1,Near North Side,,2008,361,,405
9793414,41.912318,-87.6864129,12/13/17,1670 N Claremont Ave #109,CHICAGO,IL,60647,285000,1,1,West Town,,1998,360,,276
9778940,41.8907702,-87.6148195,12/15/17,474 N Lake Shore Dr #3809,CHICAGO,IL,60611,275000,1,1,Near North Side,,1991,358,,660
9749941,41.9369535,-87.639034,12/15/17,360 W Wellington Ave Unit 14D,CHICAGO,IL,60657,230500,1,1,Lake View,1000,1965,358,231,440
9790541,41.9632969,-87.6606178,12/15/17,4457 N Magnolia Ave #1,CHICAGO,IL,60660,304400,2,2,Uptown,1500,,358,203,167
9791154,41.9771246,-87.8442623,12/19/17,8700 W EVELYN Ln #301,CHICAGO,IL,60656,187000,2,2,O'Hare,1200,1996,354,156,189
9804076,41.9571964,-87.7872417,12/28/17,6401 W Berteau Ave #512,CHICAGO,IL,60634,209900,2,2,Dunning,1400,1996,345,150,363
9822184,41.892697,-87.630172,1/2/18,600 N DEARBORN St #1304,CHICAGO,IL,60654,360000,2,2,Near North Side,,2001,340,,615
9813806,41.9122525,-87.63395,1/3/18,1660 N LaSalle Dr #1705,CHICAGO,IL,60614,315000,1,1,Lincoln Park,800,1971,339,394,600
9676760,41.8961741,-87.6367129,1/12/18,757 N Orleans St #2102,CHICAGO,IL,60654,324000,1,1,Near North Side,,2011,330,,442
9804390,41.8506108,-87.6388175,1/16/18,2310 S CANAL St #408,CHICAGO,IL,60616,170000,1,1,Armour Square,,1895,326,,288
9818598,41.9092165,-87.7974665,1/18/18,1600 N New England Ave #4,CHICAGO,IL,60707,224000,2,2,Austin,1400,2004,324,160,363
9746866,41.8596364,-87.6469942,1/19/18,1610 S Halsted St #403,CHICAGO,IL,60608,329000,2,2,Lower West Side,1115,2006,323,295,311
9804661,41.9333142,-87.6469569,2/2/18,2800 N Orchard St #310,CHICAGO,IL,60657,211402,1,1,Lake View,,1986,309,,242
9653148,41.859565,-87.6242683,2/5/18,1620 S Michigan Ave #523,CHICAGO,IL,60616,205000,1,1,Near South Side,,2006,306,,204
9728626,41.989015,-87.809522,2/8/18,5947 N Odell Ave Unit GN,CHICAGO,IL,60631,146000,2,1,Norwood Park,,,303,,184
9809182,41.8921242,-87.6360649,2/9/18,303 W OHIO St #2402,CHICAGO,IL,60654,395000,1,1,Near North Side,947,2009,302,417,460
9831330,41.8812397,-87.6602942,2/9/18,1330 W Monroe St #310,CHICAGO,IL,60607,419900,2,1,Near West Side,1232,2001,302,341,373
9854256,41.9346354,-87.6486938,2/13/18,2901 N Halsted St #201,CHICAGO,IL,60657,502000,2,2,Lake View,,2008,298,,246
9841993,41.8943535,-87.6276735,2/14/18,2 E Erie St #2601,CHICAGO,IL,60611,355000,1,1,Near North Side,,2002,297,,458
9813630,41.8943912,-87.6493359,2/28/18,680 N Green St #311,CHICAGO,IL,60642,365000,2,2,West Town,1350,1998,283,270,300
9844872,41.9712836,-87.7595926,3/1/18,5247 W Argyle St Unit 1W,CHICAGO,IL,60630,229900,2,1,Jefferson Park,1200,,282,192,175
9836991,41.9163382,-87.6351154,3/2/18,1850 N Clark St #402,CHICAGO,IL,60614,215000,1,1,Lincoln Park,800,1974,281,269,626
9828448,41.8934599,-87.6294108,3/2/18,635 N Dearborn St #1106,CHICAGO,IL,60654,420000,2,2,Near North Side,1299,2003,281,323,691
9845957,41.8835552,-87.6342031,3/6/18,208 W Washington St #2204,CHICAGO,IL,60606,234900,1,1,Loop,800,1927,277,294,561
9852242,41.8765326,-87.6347559,3/6/18,235 W VAN BUREN St #3207,CHICAGO,IL,60605,346000,2,2,Loop,1066,2009,277,325,471
9680480,41.8032566,-87.6021,3/9/18,5024 S Ellis Ave #3,CHICAGO,IL,60615,98000,1,1,Kenwood,,1913,274,,145
9836759,41.9756372,-87.663254,3/9/18,1322 W Winona St Unit 1N,CHICAGO,IL,60640,350000,2,2,Uptown,,1914,274,,236
9825760,41.8593471,-87.6228874,3/14/18,1632 S Indiana Ave #706,CHICAGO,IL,60616,257000,1,1,Near South Side,750,1907,269,343,295
9835911,41.8976558,-87.6890682,3/15/18,2452 W Iowa St #2,CHICAGO,IL,60622,239000,1,2,West Town,,1903,268,,194
9835711,41.8564726,-87.6189239,3/16/18,1901 S Calumet Ave #811,CHICAGO,IL,60616,286000,1,1,Near South Side,800,2008,267,358,391
9845247,41.9628666,-87.7061816,3/16/18,4458 N ALBANY Ave #3,CHICAGO,IL,60625,280525,2,2,Albany Park,,,267,,285
9832644,41.963685,-87.681826,3/22/18,4515 N Hamilton Ave Unit 3E,CHICAGO,IL,60625,201000,1,1,Lincoln Square,1004,1925,261,200,322
9835714,41.9737415,-87.6914988,3/22/18,5067 N LINCOLN Ave #201,CHICAGO,IL,60625,352000,2,2,Lincoln Square,1480,2008,261,238,245
9852158,41.9418022,-87.7492265,3/23/18,3339 N Lamon Ave #4,CHICAGO,IL,60641,129000,2,1,Portage Park,900,,260,143,115
9833184,41.8819635,-87.650346,3/26/18,920 W Madison St Unit D4,CHICAGO,IL,60607,370000,1,1.5,Near West Side,1040,2001,257,356,341
9852381,41.9261657,-87.6514783,3/26/18,929 W MONTANA St Unit 3W,CHICAGO,IL,60614,560000,2,2,Lincoln Park,,2009,257,,156
9852227,41.8768396,-87.6582967,3/26/18,1224 W Van Buren St #606,CHICAGO,IL,60607,323000,2,1.5,Near West Side,1048,,257,308,535
9857194,41.8918897,-87.6470628,3/28/18,525 N Halsted St #305,CHICAGO,IL,60642,300000,1,1,West Town,,1891,255,,375
9849990,41.9092175,-87.628423,3/29/18,1445 N State Pkwy #1001,CHICAGO,IL,60610,235000,1,1,Near North Side,,1958,254,,803
9825787,41.8644184,-87.625483,3/30/18,1345 S Wabash Ave #1502,CHICAGO,IL,60605,307500,2,1,Near South Side,849,2015,253,362,312
9863496,41.9543141,-87.7003392,4/2/18,4011 N Francisco Ave #309,CHICAGO,IL,60618,210000,1,1,Irving Park,,2004,250,,191
9863720,41.8913784,-87.6852516,4/2/18,523 N CLAREMONT Ave #4,CHICAGO,IL,60612,380000,2,2,West Town,,1999,250,,268
9863203,41.9100857,-87.6654718,4/2/18,1540 N Greenview Ave Unit A,CHICAGO,IL,60642,415000,2,1.5,West Town,1392,1996,250,298,35
9854828,41.9311915,-87.7090066,4/2/18,2730 N Sawyer Ave Unit 2S,CHICAGO,IL,60647,350000,2,2,Logan Square,1100,1924,250,318,202
9852403,41.9093889,-87.6334159,4/4/18,1500 N LASALLE Dr Unit 2A,CHICAGO,IL,60610,511000,2,2,Near North Side,1550,1892,248,330,548
9843228,41.8866951,-87.6553645,4/5/18,1118 W Fulton St #201,CHICAGO,IL,60607,325000,1,1,Near West Side,950,1925,247,342,252
9852406,41.9390938,-87.6414251,4/6/18,450 W Briar Pl Unit 9D,CHICAGO,IL,60657,249900,1,1,Lake View,,1969,246,,404
9869809,41.8984141,-87.6761526,4/6/18,920 N Winchester Ave #2,CHICAGO,IL,60622,500000,2,2,West Town,1250,2012,246,400,87
9855972,41.9304592,-87.654747,4/6/18,2715 N KENMORE Ave #3,CHICAGO,IL,60614,691250,2,2,Lincoln Park,,2010,246,,282
9830309,42.0113926,-87.8040734,4/9/18,7091 W Touhy Ave #501,Niles,IL,60714,330000,2,2.5,Niles,1877,1999,243,176,405
9863423,41.8928514,-87.6397381,4/9/18,411 W Ontario St #311,CHICAGO,IL,60654,377000,2,1,Near North Side,,,243,,502
9894701,41.9983519,-87.808002,4/9/18,6453 N Northwest Hwy Unit A,CHICAGO,IL,60631,182000,2,2,Edison Park,1200,,243,152,222
9826060,41.8981904,-87.6882106,4/11/18,2431 W Walton St #2,CHICAGO,IL,60622,340000,2,2,West Town,,2006,241,,149
9777930,41.9192478,-87.6481957,4/13/18,2019 N HALSTED St,CHICAGO,IL,60614,640000,2,2.5,Lincoln Park,,1983,239,,551
9850911,41.8573213,-87.6189079,4/13/18,1841 S Calumet Ave #1103,CHICAGO,IL,60616,388000,2,2,Near South Side,1205,2006,239,322,820
9870357,42.005431,-87.819756,4/13/18,6839 N Northwest Hwy Unit 1A,CHICAGO,IL,60631,148000,2,1,Edison Park,,1982,239,,269
9871869,41.94675,-87.6654759,4/16/18,1435 W Addison St #3,Chicago,IL,60613,380000,2,2,Lake View,,1922,236,,287
9871759,41.9759473,-87.6559828,4/16/18,5123 N Kenmore Ave #204,CHICAGO,IL,60640,215000,2,1,Uptown,,1910,236,,193
9825918,41.8865605,-87.6215903,4/17/18,222 N Columbus Dr #3706,CHICAGO,IL,60601,265000,1,1,Loop,685,2002,235,387,495
9869379,41.9741899,-87.8419123,4/19/18,5200 N Delphia Ave #202,CHICAGO,IL,60656,127000,2,1.5,O'Hare,900,1969,233,141,317
9884012,41.989111,-87.657784,4/20/18,5861 N Winthrop Ave Unit 2S,CHICAGO,IL,60660,335000,2,2.5,Edgewater,,1911,232,,350
9857840,41.9006252,-87.6701831,4/20/18,1030 N Paulina St #2,CHICAGO,IL,60622,415000,2,2,West Town,,2005,232,,100
9835733,41.8872161,-87.6160836,4/23/18,420 E Waterside Dr #714,CHICAGO,IL,60601,410000,1,1,Loop,825,2008,229,497,549
9871434,41.8861967,-87.6159291,4/24/18,201 N Westshore Dr #2804,CHICAGO,IL,60601,460000,2,1.5,Loop,927,2005,228,496,596
9878071,41.9392412,-87.6702106,4/25/18,1635 W Belmont Ave #419,CHICAGO,IL,60657,310000,1,1,Lake View,1030,1997,227,301,337
9864262,41.9226791,-87.639298,4/25/18,2220 N SEDGWICK St #401,CHICAGO,IL,60614,250000,1,1,Lincoln Park,,1990,227,,167
9891718,41.9135051,-87.6914529,4/25/18,1740 N MAPLEWOOD Ave #407,CHICAGO,IL,60647,405000,2,2,West Town,1170,1925,227,346,417
9886701,41.8943554,-87.6276756,4/27/18,2 E Erie St #3707,CHICAGO,IL,60611,375000,1,1,Near North Side,,2002,225,,553
9892439,41.9380804,-87.6448942,4/27/18,614 W BARRY Ave Unit G,CHICAGO,IL,60657,211000,1,1,Lake View,,1920,225,,190
9877489,41.9182016,-87.6580524,4/27/18,1166 W ARMITAGE Ave Unit 3E,CHICAGO,IL,60614,485000,2,2,Lincoln Park,,1892,225,,300
9885436,41.8599665,-87.6228461,4/27/18,1600 S Indiana Ave #1105,CHICAGO,IL,60616,362000,2,2,Near South Side,,2006,225,,416
9871322,41.9703033,-87.7258725,4/30/18,3906 W Ainslie St Unit 2W,CHICAGO,IL,60625,182000,2,1,Albany Park,1145,1924,222,159,208
9876614,41.8735991,-87.6898364,4/30/18,2527 W Harrison St #2,CHICAGO,IL,60612,219000,2,2,Near West Side,,2003,222,,150
9863881,41.9319964,-87.6726788,4/30/18,1735 W DIVERSEY Pkwy #205,CHICAGO,IL,60614,386500,2,2,Lincoln Park,,2000,222,,417
9874250,41.9708621,-87.6940586,5/1/18,2606 W AINSLIE Unit 3E,CHICAGO,IL,60625,195000,2,1,Lincoln Square,,1921,221,,226
9892571,41.856139,-87.623443,5/1/18,1919 S Michigan Ave #310,CHICAGO,IL,60616,355000,2,2,Near South Side,1200,2005,221,296,456
9877530,41.7932643,-87.7690572,5/1/18,5850 W 55th St Unit 2K,CHICAGO,IL,60638,84000,2,1,Garfield Ridge,800,1969,221,105,169
9869697,41.86876,-87.6280882,5/2/18,1143 S Plymouth Ct #109,Chicago,IL,60605,375000,2,2.5,Loop,,1978,220,,574
9892397,41.967419,-87.81776,5/2/18,7608 W LAWRENCE Ave Unit 2A,HARWOOD HEIGHTS,IL,60706,179000,2,2,Harwood Heights,1100,1984,220,163,265
9884963,41.9112072,-87.6782919,5/4/18,1631 N MILWAUKEE Ave #1,CHICAGO,IL,60647,467500,2,2,West Town,,2007,218,,171
9875551,41.939542,-87.660792,5/4/18,3133 N LAKEWOOD Ave Unit 4C,CHICAGO,IL,60657,442000,2,2,Lake View,,2008,218,,324
9892216,41.8953705,-87.6660309,5/4/18,1506 W Superior St #2,CHICAGO,IL,60642,497250,2,2,West Town,,2015,218,,183
9869875,41.892447,-87.681093,5/7/18,2144 W OHIO St #1,CHICAGO,IL,60612,240000,2,1,West Town,,1894,215,,262
9877508,41.9225795,-87.6922957,5/7/18,2574 W Lyndale St #2,CHICAGO,IL,60647,279000,2,1,Logan Square,900,1910,215,310,200
9893310,41.9132201,-87.6355699,5/8/18,1707 N Crilly Ct Unit 3E,CHICAGO,IL,60614,320000,1,1,Lincoln Park,,1890,214,,299
9892464,41.9376945,-87.6628431,5/8/18,1339 W BARRY Ave #2,CHICAGO,IL,60657,349900,2,1,Lake View,1300,1891,214,269,150
9855925,41.9556515,-87.65059,5/9/18,825 W Cuyler Ave Unit GE,CHICAGO,IL,60613,200000,2,2,Uptown,,,213,,200
9894065,41.8593471,-87.6228874,5/10/18,1632 S Indiana Ave #409,CHICAGO,IL,60616,345000,2,2,Near South Side,1200,,212,288,375
9889860,41.9689427,-87.7668669,5/10/18,4837 N Central Ave #204,CHICAGO,IL,60630,220000,2,2,Jefferson Park,1100,2005,212,200,224
9892295,41.8871935,-87.6161158,5/11/18,420 E Waterside Dr #706,CHICAGO,IL,60601,290000,1,1,Loop,,2008,211,,393
9877498,41.8953005,-87.6485151,5/11/18,817 W Superior St #2,CHICAGO,IL,60642,435000,2,2,West Town,,2000,211,,143
9899888,41.9458582,-87.6509897,5/12/18,3510 N Reta Ave #3,CHICAGO,IL,60657,429500,2,2,Lake View,,2000,210,,264
9891373,41.929053,-87.694098,5/14/18,2636 W Logan Blvd #4,CHICAGO,IL,60647,367500,2,2,Logan Square,,1922,208,,200
9884464,41.963196,-87.703753,5/14/18,4500 N Sacramento Ave Unit G,CHICAGO,IL,60625,190000,2,1,Albany Park,1045,1925,208,182,194
9915314,41.9347016,-87.6529685,5/15/18,936 W GEORGE St #2,CHICAGO,IL,60657,436000,2,2,Lake View,,1996,207,,200
9897655,41.9002501,-87.6250781,5/17/18,100 E WALTON St Unit 32C,CHICAGO,IL,60611,215000,1,1,Near North Side,,1972,205,,590
9914101,41.9074568,-87.6325583,5/17/18,1360 N SANDBURG Ter Unit 2211C,Chicago,IL,60610,370000,2,2,Near North Side,,,205,,814
9797323,41.8654091,-87.6236899,5/18/18,1305 S Michigan Ave #2011,CHICAGO,IL,60605,338000,1,1,Near South Side,1000,2004,204,338,453
9905722,41.9588251,-87.6918817,5/18/18,4234 N Campbell Ave #1,CHICAGO,IL,60618,215000,2,1,North Center,,1927,204,,175
9903368,41.8564726,-87.6189239,5/21/18,1901 S CALUMET Ave #1403,CHICAGO,IL,60616,460000,2,2,Near South Side,1200,2007,201,383,678
9905549,41.903955,-87.6625117,5/21/18,1211 N Noble St #3,CHICAGO,IL,60642,480000,2,2,West Town,,2005,201,,224
9884966,41.879941,-87.6421575,5/22/18,125 S Jefferson St #1101,CHICAGO,IL,60661,280000,1,1,Near West Side,720,2003,200,389,430
9878003,41.8922757,-87.6215113,5/22/18,211 E Ohio St #516,CHICAGO,IL,60611,281000,1,1,Near North Side,,1985,200,,448
9905345,41.9455285,-87.6617112,5/24/18,3510 N Lakewood Ave Unit 1N,CHICAGO,IL,60657,346500,2,1,Lake View,1200,1916,198,289,210
9898393,41.8972269,-87.668223,5/24/18,839 N Marshfield Ave Unit 1E,CHICAGO,IL,60622,286000,2,2,West Town,,,198,,141
9838278,41.9870908,-87.6547952,5/25/18,5757 N Sheridan Rd Unit 16J,CHICAGO,IL,60660,126000,2,2,Edgewater,,1961,197,,910
9925828,41.9318605,-87.7903129,5/25/18,6559 W GEORGE St #305,Chicago,IL,60634,220000,2,2,Belmont Cragin,1400,2006,197,157,314
9938890,41.8736254,-87.6283721,5/29/18,633 S PLYMOUTH Ct #701,CHICAGO,IL,60605,199900,1,1,Loop,,1904,193,,389
9907422,41.913425,-87.6785521,5/29/18,2012 W Saint Paul Ave #411,CHICAGO,IL,60647,470000,2,1.5,West Town,,1994,193,,348
9902950,41.889593,-87.632997,5/29/18,400 N LaSalle Dr #4007,CHICAGO,IL,60654,384000,2,1.5,Near North Side,,2001,193,,745
9931126,41.8796396,-87.6403684,5/29/18,130 S CANAL St #619,CHICAGO,IL,60606,525000,2,2,Near West Side,1500,1948,193,350,859
9913533,41.9051264,-87.6813523,5/29/18,2140 W POTOMAC Ave #3,CHICAGO,IL,60622,435000,2,2,West Town,,1891,193,,153
9864629,41.8835547,-87.634204,5/30/18,208 W Washington St #1004,CHICAGO,IL,60606,257000,1,1,Loop,,1927,192,,608
9892275,41.9025279,-87.677546,5/31/18,2000 W Haddon Ave #201,CHICAGO,IL,60622,309750,1,1,West Town,,,191,,299
9917659,41.9490472,-87.6442679,5/31/18,3600 N Lake Shore Dr #1424,CHICAGO,IL,60613,159000,1,1,Lake View,,1960,191,,687
9856888,41.9089825,-87.6505335,5/31/18,860 W Blackhawk St #503,CHICAGO,IL,60642,306000,1,1,Near North Side,788,2008,191,388,421
9889781,41.9012852,-87.6289091,5/31/18,1030 N State St Unit 48JK,CHICAGO,IL,60610,570000,2,2,Near North Side,1425,1971,191,400,960
9927648,41.8952763,-87.6433527,5/31/18,720 N Larrabee St #1210,CHICAGO,IL,60654,440000,2,2,Near North Side,,2006,191,,721
9920006,41.939055,-87.656858,5/31/18,3132 N Seminary Ave Unit 1N,CHICAGO,IL,60657,423000,2,2,Lake View,,1998,191,,184
9913539,41.9279131,-87.6534117,6/4/18,2525 N Sheffield Ave Unit 4D,CHICAGO,IL,60614,465000,2,2,Lincoln Park,,,187,,347
9888928,42.0101432,-87.8034588,6/4/18,7051 W TOUHY Ave #304,NILES,IL,60714,270000,2,2,Niles,1416,1998,187,191,324
9893081,41.955392,-87.65506,6/5/18,4028 N Sheridan Rd Unit 1R,CHICAGO,IL,60613,225000,1,1,Uptown,,1918,186,,122
9960555,41.9515578,-87.6509773,6/5/18,828 W GRACE St #1203,CHICAGO,IL,60613,408000,2,2,Lake View,,2007,186,,439
9899088,41.9762588,-87.6574219,6/5/18,1059 W Foster Ave Unit 4E,CHICAGO,IL,60640,255000,2,2,Uptown,,,186,,216
9843398,41.882388,-87.776691,6/29/18,40 Washington Blvd Unit 3W,OAK PARK,IL,60302,147000,1,1,Oak Park,1042,1929,162,141,300
9937540,41.9327315,-87.6837965,6/29/18,2222 W DIVERSEY Ave #205,CHICAGO,IL,60647,259135,2,1.5,Logan Square,1000,,162,259,307
9907394,41.861257,-87.6234971,6/29/18,1525 S Michigan Ave #405,CHICAGO,IL,60605,308000,2,1,Near South Side,,1928,162,,399
9945588,41.8917892,-87.6366933,6/29/18,330 W GRAND Ave #2006,CHICAGO,IL,60654,435000,2,2,Near North Side,1225,2005,162,355,805
9928925,41.917157,-87.703386,6/29/18,3021 W Armitage Ave #401,CHICAGO,IL,60647,395500,2,2,Logan Square,1329,2007,162,298,317
9935617,41.9542768,-87.7010323,6/29/18,2900 W Irving Park Rd #301,CHICAGO,IL,60618,331000,2,2,Irving Park,1450,2006,162,228,220
9939626,41.9582356,-87.7482012,6/29/18,4816 W Hutchinson St Unit 3C,CHICAGO,IL,60641,132000,2,1,Portage Park,,,162,,191
9871251,41.9482874,-87.6489938,7/10/18,3631 N Halsted St #206,CHICAGO,IL,60613,292000,1,1,Lake View,800,2002,151,365,261
9939858,41.9143674,-87.7106928,7/10/18,1820 N Spaulding Ave #310,CHICAGO,IL,60647,287500,2,1,Logan Square,,1921,151,,337
9993696,41.9137388,-87.6861951,8/1/18,2330 W St Paul Ave #204,CHICAGO,IL,60647,415000,2,2,West Town,1205,2001,129,344,346
10002824,41.9654529,-87.6909857,8/1/18,2459 W eastwood Ave #3,CHICAGO,IL,60625,312500,2,1.5,Lincoln Square,,1921,129,,416
9993494,41.989104,-87.671848,8/2/18,5924 N Paulina St Unit 2E,CHICAGO,IL,60660,249000,2,2,Edgewater,,1920,128,,413
9973314,41.9644651,-87.706116,8/3/18,4542 N Albany Ave #1,CHICAGO,IL,60625,175000,2,1,Albany Park,,1930,127,,258
9985871,41.8800983,-87.6534025,8/3/18,1035 W MONROE St #2,CHICAGO,IL,60607,606000,2,2,Near West Side,,2006,127,,254
9997018,41.9525128,-87.6784246,8/3/18,1958 W Byron St #3,CHICAGO,IL,60613,259000,2,1,North Center,,1910,127,,183
9995086,41.990196,-87.667063,8/6/18,1452 W Thorndale Ave Unit G,CHICAGO,IL,60660,114000,1,1,Edgewater,,1926,124,,187
9895215,41.9766905,-87.8407495,8/6/18,5339 N Delphia Ave #240,CHICAGO,IL,60656,126000,2,1,O'Hare,1100,1972,124,115,270
9993068,41.9128888,-87.6843851,8/7/18,2300 W Wabansia Ave #338,CHICAGO,IL,60647,515000,2,2,West Town,,1906,123,,502
9995251,41.8654091,-87.6236899,8/10/18,1305 S Michigan Ave #703,CHICAGO,IL,60605,425000,2,2,Near South Side,1268,2003,120,335,463
9967869,41.8943912,-87.6493359,8/10/18,680 N Green St #710,CHICAGO,IL,60642,430000,2,2,West Town,1140,1999,120,377,383
9975219,41.9008599,-87.6958173,8/10/18,2737 W Thomas St #3,CHICAGO,IL,60622,348000,2,2,West Town,1250,2002,120,278,176
9986287,41.9982171,-87.8098757,8/13/18,6480 N Northwest Hwy #204,CHICAGO,IL,60631,178000,2,1,Edison Park,950,1968,117,187,244
9955503,41.9544433,-87.680004,8/15/18,2030 W Irving Park Rd #2,CHICAGO,IL,60618,363000,2,2,North Center,,1906,115,,224
10001951,41.8736254,-87.6283721,8/16/18,633 S Plymouth Ct #503,CHICAGO,IL,60605,174900,1,1,Loop,,1904,114,,430
10001420,41.8568299,-87.628934,8/16/18,1812 S Federal St Unit F25,CHICAGO,IL,60616,285000,2,1,Near South Side,,1998,114,,239
10015238,41.871705,-87.626422,8/17/18,41 E 8th St #2304,CHICAGO,IL,60605,275000,1,1,Loop,,2003,113,,475
9984448,41.8748748,-87.6416713,8/17/18,500 S Clinton St #330,CHICAGO,IL,60607,290000,2,1.5,Near West Side,1134,1887,113,256,564
9907705,41.9866383,-87.6544291,8/17/18,5733 N SHERIDAN Rd Unit 9C,CHICAGO,IL,60660,365000,2,2,Edgewater,,1967,113,,1012
10009221,41.9749259,-87.8460353,8/17/18,5241 N EAST RIVER Rd Unit 3A,CHICAGO,IL,60656,112500,2,1,O'Hare,,,113,,181
9889837,41.9746911,-87.8448649,8/20/18,5231 N RESERVE Ave Unit 3-E,CHICAGO,IL,60656,112000,2,1,O'Hare,900,1970,110,124,312
10000422,41.8943912,-87.6493359,8/21/18,680 N Green St #401,CHICAGO,IL,60642,381000,2,2,West Town,1250,2000,109,305,284
10013501,41.9392412,-87.6702106,8/21/18,1635 W Belmont Ave #606,CHICAGO,IL,60657,435000,2,2,Lake View,1357,,109,321,564
10016978,41.939658,-87.6955461,8/22/18,2700 W Belmont Ave #302,CHICAGO,IL,60618,310000,2,2,Avondale,,,108,,268
10037129,41.9386243,-87.7265985,8/23/18,3963 W Belmont Ave #221,CHICAGO,IL,60618,267000,2,2,Avondale,1200,1920,107,223,428
9955822,42.0032919,-87.8143851,8/23/18,6766 N Onarga Ave Unit 3W,CHICAGO,IL,60631,222500,2,1,Edison Park,800,1925,107,278,162
9977415,41.9379651,-87.7923917,8/24/18,6639 W Belmont Ave #3,CHICAGO,IL,60634,219000,2,2,Montclare,1250,2006,106,175,130
10008966,41.9317301,-87.6580225,8/28/18,2762 N Lincoln Ave #402,CHICAGO,IL,60614,465000,2,2,Lincoln Park,1378,2001,102,337,351
10005106,41.9708149,-87.765774,8/28/18,4749 W School St Unit GE,CHICAGO,IL,60641,93500,2,1,Portage Park,,1914,102,,158
9971322,41.9033419,-87.6274881,8/30/18,30 E Elm St Unit 18A,CHICAGO,IL,60611,227000,1,1,Near North Side,,1966,100,,512
10040192,42.0061038,-87.6715645,8/30/18,1641 W Farwell Ave Unit 2S,CHICAGO,IL,60626,148000,2,1,Rogers Park,,1925,100,,186
10049985,41.8715954,-87.6264181,8/30/18,40 E 9th St #1209,CHICAGO,IL,60605,335000,2,2,Loop,1343,1920,100,249,719
9962605,41.8875242,-87.6451215,8/31/18,650 W Wayman St Unit 706C,CHICAGO,IL,60661,280000,1,1,Near West Side,653,2007,99,429,309
10022985,41.8914017,-87.6460829,8/31/18,700 W Grand Ave Unit 3-W,CHICAGO,IL,60654,412500,2,2,West Town,,2001,99,,379
10006030,41.8965217,-87.6767824,8/31/18,819 N Damen Ave #2,CHICAGO,IL,60622,373500,2,2,West Town,1200,2001,99,311,126
9999531,41.9286349,-87.6590462,8/31/18,1201 W Wrightwood Ave #5,CHICAGO,IL,60614,415000,2,1.5,Lincoln Park,,,99,,286
9804336,41.9743049,-87.7827127,8/31/18,6161 W Higgins Ave #208,Chicago,IL,60630,105000,2,1,Jefferson Park,,,99,,220
10015345,41.8990435,-87.6636807,9/6/18,1428 W Walton St Unit 2S,CHICAGO,IL,60642,203000,1,1,West Town,,1950,93,,245
10039089,41.898112,-87.6719224,9/7/18,907 N Wood St Unit 3N,CHICAGO,IL,60622,448500,2,2,West Town,1400,1997,92,320,270
10023813,41.9052926,-87.6665577,9/7/18,1302 N Bosworth Ave #2,CHICAGO,IL,60642,376200,2,2,West Town,,2000,92,,133
10021219,41.8662505,-87.6230354,9/12/18,1250 S Indiana Ave #405,CHICAGO,IL,60605,321000,1,2,Near South Side,,2004,87,,435
10004241,41.8769535,-87.6590035,9/13/18,1250 W Van Buren St #214,CHICAGO,IL,60607,314900,2,2,Near West Side,,1927,86,,416
9947807,41.9210337,-87.6813549,9/14/18,2128 W Shakespeare Ave Unit A3,CHICAGO,IL,60647,313000,1,1.5,Logan Square,1000,1910,85,313,232
10027681,41.9087948,-87.6505614,9/14/18,860 W Blackhawk St #2801,CHICAGO,IL,60642,429900,1,1,Near North Side,905,2009,85,475,549
9970742,41.8544927,-87.6260318,9/14/18,2024 S Wabash Ave #604,CHICAGO,IL,60616,300000,2,2,Near South Side,1300,1920,85,231,465
9921899,41.8856937,-87.6146613,9/14/18,195 N Harbor Dr #1904,CHICAGO,IL,60601,520000,2,2,Loop,1225,1991,85,424,819
9999590,41.977687,-87.840643,9/14/18,8542 W Catherine Ave Unit 1W,CHICAGO,IL,60656,118000,2,1,O'Hare,750,1979,85,157,185
10037862,41.8930972,-87.6392081,9/17/18,420 W Ontario St #305,CHICAGO,IL,60654,491000,2,2,Near North Side,,,82,,532
10037238,42.006051,-87.820741,9/17/18,6869 N Northwest Hwy Unit 2F,CHICAGO,IL,60631,159000,2,1,Edison Park,1200,1971,82,133,300
9975918,41.8660667,-87.6245229,9/18/18,1250 S Michigan Ave #2205,CHICAGO,IL,60605,305000,1,1,Near South Side,,2004,81,,450
9886796,41.9803143,-87.6544409,9/20/18,5415 N Sheridan Rd #4208,CHICAGO,IL,60640,145000,1,1,Edgewater,770,1971,79,188,437
10045539,41.8694834,-87.6280801,9/20/18,1115 S Plymouth Ct #308,CHICAGO,IL,60605,307000,2,2,Loop,1250,1979,79,246,482
10010567,41.859498,-87.6530711,9/20/18,1061 W 16th St #411,CHICAGO,IL,60608,388500,2,2,Lower West Side,1474,2006,79,264,424
